SITE_NAME,DESCRIPTION,TRAMP_FARM_NAME,DESCRIPTION2,DATE_COLLECTED,LABORATORY_SAMPLE_NUMBER,AG-110M,AM-241,AM-241_chem,C-14,CM-242,CM-243+244,CO-57,CO-58,CO-60,CR-51,CS-134,CS-137,EU-154,EU-155,I-131,K-40,MN-54,NB-95,PU-238,PU-239+240,RU-103,RU-106,SB-124,SB-125,SE-75,ZN-65,ZR-95,C-143,C-14_N,H-3,OBT,PU-241,TC-99,TOTAL_BETA,I-129,SR-90,PO-210,PB-210,NP-237,NP-239,PM-147,TH-228,TH-230,TH-232,U-234,U-235,U-238,CS-137+CS-134,S-35,I-125,P-32
Aldermaston,,AD11,UMK-Unpasteurised Milk,2018-04-03,2018218667,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldermaston,,AD11,UMK-Unpasteurised Milk,2018-07-25,2018225530,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldermaston,,AD11,UMK-Unpasteurised Milk,2018-09-20,2018227741,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldermaston,,AD12,UMK-Unpasteurised Milk,2018-04-03,2018218669,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldermaston,,AD12,UMK-Unpasteurised Milk,2018-06-21,2018223897,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldermaston,,AD12,UMK-Unpasteurised Milk,2018-09-20,2018227744,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aldermaston,,CROP,POT - Potato,2018-07-31,2018225719,<0.14,NA,TBA,<0.48,NA,NA,NA,NA,<0.072,NA,<0.065,<0.058,<0.22,<0.15,NA,98?7,NA,<0.08,TBA,TBA,<0.062,<0.52,NA,<0.12,<0.067,NA,<0.13,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,TBA,TBA,NA,NA,NA,NA
Aldermaston,,CROP,WHT - Wheat,2018-10-02,2018227979,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,TBA,TBA,NA,NA,NA,NA
Amersham,,AM07,UMK-Unpasteurised Milk,2018-01-24,2018216359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amersham,,AM07,UMK-Unpasteurised Milk,2018-02-21,2018216717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amersham,,AM07,UMK-Unpasteurised Milk,2018-03-21,2018218376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amersham,,AM07,UMK-Unpasteurised Milk,2018-04-03,2018218671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.1,<0.008,NA
Amersham,,AM07,UMK-Unpasteurised Milk,2018-04-18,2018222255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amersham,,AM07,UMK-Unpasteurised Milk,2018-05-16,2018223033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amersham,,AM07,UMK-Unpasteurised Milk,2018-06-13,2018223670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amersham,,AM07,UMK-Unpasteurised Milk,2018-06-28,2018223992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,<0.004,NA
Amersham,,AM07,UMK-Unpasteurised Milk,2018-09-05,2018227435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amersham,,CROP,BAR - Barley,2018-10-20,2018227981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA
Amersham,,CROP,SQH - Squash,2018-10-02,2018227980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-01-24,2018216361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56?5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.029,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-02-21,2018216739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53?5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.049,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-03-21,2018218399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51?3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.04,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-05-02,2018222602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54?4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.025,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-05-23,2018223242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53?3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.037,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-06-20,2018223903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63?5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.023,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-06-20,2018223904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-07-25,2018225526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-08-22,2018226339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-09-19,2018227765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA
Anglia,,AR02,UMK-Unpasteurised Milk,2018-10-10,2018228034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA
Anglia,,AR05,UMK-Unpasteurised Milk,2018-01-17,2018216331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.031,NA,NA,NA
Anglia,,AR05,UMK-Unpasteurised Milk,2018-02-14,2018216621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.079,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,2018-03-14,2018218269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.045,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,2018-04-11,2018219031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.041,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,2018-05-23,2018223243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.064,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,2018-07-04,2018224259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.039,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,2018-07-04,2018228224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,2018-07-17,2018224520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,2018-08-08,2018225986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,2018-09-19,2018227766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA
Anglia,,AR06,UMK-Unpasteurised Milk,2018-10-24,2018228653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA
Ascot,,CROP,GRS - Grass,2018-07-31,2018225707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascot,,CROP,POT - Potato,2018-07-31,2018225706,<0.13,NA,NA,<0.47,NA,NA,NA,NA,<0.08,NA,<0.073,<0.067,<0.28,<0.17,NA,170?12,NA,<0.09,NA,NA,<0.07,<0.56,NA,<0.14,<0.073,NA,<0.13,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berkeley,Guscar,,USH - Shrimp (unidentified),2018-10-16,2018228234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berkeley,Severn Beach,,BCM - Bass/Cod/Mullet,2018-09-11,2018227579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Berkeley,Severn Elvers,,EOE - Elvers/Eels,2018-05-09,2018222689,<0.12,<0.11,NA,<0.34,NA,NA,<0.042,<0.13,<0.1,<2,<0.093,<0.097,<0.31,<0.15,<13,52?4.7,<0.086,<0.32,NA,NA,<0.18,<0.74,<0.38,<0.17,<0.098,<0.29,<0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,,BR06,UMK-Unpasteurised Milk,2018-04-03,2018218672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6?2.8,NA,<2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,,BR07,UMK-Unpasteurised Milk,2018-04-03,2018218673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17?4.1,NA,<2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,,BR07,UMK-Unpasteurised Milk,2018-06-14,2018223687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23?4.5,NA,<2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,,BR07,UMK-Unpasteurised Milk,2018-09-13,2018227646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,,BR85,UMK-Unpasteurised Milk,2018-06-14,2018223685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27?5.1,NA,11?10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,,BR85,UMK-Unpasteurised Milk,2018-10-17,2018228377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,,CROP,LGS - Lucerne or Grass,2018-05-18,2018223059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,Blackwater Estuary,,OYY - Oysters,2018-01-09,2018216300,<0.13,<0.13,TBA,<0.34,TBA,TBA,<0.043,<0.28,<0.091,<3.6,<0.087,<0.13,<0.29,<0.13,ND,37?3.6,<0.15,<0.61,TBA,TBA,<0.26,<0.71,<0.51,<0.17,<0.11,<0.14,<0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,PLZ,,SKR - Skates/rays,2018-07-04,2018224204,<0.12,<0.18,NA,<0.35,NA,NA,<0.05,<0.17,<0.082,<8.6,<0.069,0.14?0.064,<0.23,<0.16,ND,88?6.9,<0.091,<0.56,NA,NA,<0.44,<0.67,<0.51,<0.18,<0.13,<0.39,<0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,Tollesbury Saltmarsh,,SAM - Samphire,2018-08-14,2018226045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bradwell,West Mersea,,LBE - European lobster,2018-07-31,2018225697,<0.08,<0.15,NA,<0.34,NA,NA,<0.042,<0.1,<0.041,<4,<0.046,0.073?0.041,<0.14,<0.14,ND,72?5.4,<0.048,<0.28,NA,NA,<0.25,<0.44,<0.23,<0.14,<0.15,<0.13,<0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA04,UMK-Unpasteurised Milk,2018-04-03,2018218674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA04,UMK-Unpasteurised Milk,2018-06-14,2018223689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA04,UMK-Unpasteurised Milk,2018-09-13,2018227665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA15,UMK-Unpasteurised Milk,2018-04-03,2018218675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA15,UMK-Unpasteurised Milk,2018-06-14,2018223691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CA15,UMK-Unpasteurised Milk,2018-09-13,2018227667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,,CROP,SIL - Silage,2018-09-13,2018227672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TBA,TBA,TBA,NA,NA,NA,NA
Capenhurst,Liverpool Bay,,DAB - Dab,2018-01-16,2018216181,<0.12,<0.14,NA,<0.36,NA,NA,<0.045,<0.21,<0.083,<8.1,<0.08,1.1?0.13,<0.25,<0.14,ND,100?7.7,<0.082,<1,NA,NA,<0.45,<0.7,<0.44,<0.16,<0.11,<0.24,<0.43,NA,NA,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capenhurst,Liverpool Bay,,MUS - Blue (edible) mussel,2018-01-16,2018216182,<0.24,1.5?0.2,NA,<0.75,NA,NA,<0.086,<0.25,<0.17,<5.9,<0.16,0.81?0.18,<0.44,<0.27,ND,16?3.6,<0.14,<0.93,NA,NA,<0.44,<1.3,<0.89,<0.34,<0.22,<0.53,<0.5,NA,NA,<25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cardiff,,CD04,UMK-Unpasteurised Milk,2018-01-24,2018216347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14?0.8,NA,<2.6,<2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.1
Cardiff,,CD04,UMK-Unpasteurised Milk,2018-03-28,2018218651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25?1.4,NA,<3.2,<3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.1
Cardiff,,CD04,UMK-Unpasteurised Milk,2018-04-03,2018218677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,<0.1,<0.007,NA
