SITE_NAME,DESCRIPTION,STATION_NAME,TRAMP_FARM_NAME,DATE_COLLECTED,LABORATORY_SAMPLE_NUMBER,AG-110M,AM-241,AM-241_chem,C-14,C-14_N,CE-144,CM-242,CM-243+244,CO-57,CO-58,CO-60,CR-51,CS-134,CS-137,CS-137+CS-134,EU-154,EU-155,H-3,I-125,I-129,I-131,K-40,MN-54,NB-95,NP-237,OBT,P-32,PB-210,PM-147,PO-210,PU-238,PU-239+240,PU-241,RA-226,RU-103,RU-106,S-35,SB-124,SB-125,SE-75,SR-90,TC-99,TH-228,TH-230,TH-232,TOTAL BETA,U-234,U-235,U-238,ZN-65,ZR-95
Sellafield,UMK-Unpasteurised Milk,N/A,SE11,2016-11-21,201633820,<0.058,<0.28,N/A,N/A,N/A,<0.33,N/A,N/A,N/A,N/A,<0.053,N/A,<0.048,<0.052,N/A,<0.16,<0.2,N/A,N/A,N/A,N/A,53?4.1,N/A,<0.054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.053,<0.38,N/A,N/A,<0.11,<0.064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.087
Sellafield,UMK-Unpasteurised Milk,N/A,SE14,2016-11-21,201633821,<0.044,<0.52,N/A,N/A,N/A,<0.31,N/A,N/A,N/A,N/A,<0.04,N/A,<0.04,0.12?0.043,N/A,<0.16,<0.18,N/A,N/A,N/A,N/A,52?4.4,N/A,<0.049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.046,<0.23,N/A,N/A,<0.064,<0.052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.084
Sellafield,UMK-Unpasteurised Milk,N/A,SE08,2016-11-29,201633803,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.008?0.0038,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE09,2016-11-29,201633805,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE11,2016-11-29,201633807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE14,2016-11-29,201633809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<2.7,N/A,N/A,<0.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE08,2016-12-05,201633897,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.006?0.0039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE09,2016-12-05,201633899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE11,2016-12-05,201633901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE14,2016-12-05,201633903,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004?0.0042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE15,2016-12-05,201633906,<0.14,<0.14,N/A,N/A,N/A,<0.37,N/A,N/A,N/A,N/A,<0.077,N/A,<0.094,0.19?0.072,N/A,<0.34,<0.23,N/A,N/A,N/A,N/A,47?5.3,N/A,<0.098,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.096,<0.68,N/A,N/A,<0.17,<0.074,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17
Sellafield,UMK-Unpasteurised Milk,N/A,SE17,2016-12-05,201633908,<0.026,<0.47,N/A,N/A,N/A,<0.4,N/A,N/A,N/A,N/A,<0.037,N/A,<0.043,0.041?0.023,N/A,<0.15,<0.089,N/A,N/A,N/A,N/A,58?5,N/A,<0.043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.032,<0.3,N/A,N/A,<0.085,<0.054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.073
Sellafield,UMK-Unpasteurised Milk,N/A,SE20,2016-12-05,201633911,<0.059,<0.28,N/A,N/A,N/A,<0.34,N/A,N/A,N/A,N/A,<0.051,N/A,<0.047,0.13?0.044,N/A,<0.16,<0.21,N/A,N/A,N/A,N/A,53?4.1,N/A,<0.044,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.047,<0.41,N/A,N/A,<0.12,<0.063,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.076
Sellafield,UMK-Unpasteurised Milk,N/A,SE22,2016-12-05,201633913,<0.057,<0.27,N/A,N/A,N/A,<0.33,N/A,N/A,N/A,N/A,<0.049,N/A,<0.044,0.084?0.056,N/A,<0.15,<0.19,N/A,N/A,N/A,N/A,51?4,N/A,<0.046,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.045,<0.41,N/A,N/A,<0.11,<0.063,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.078
Sellafield,UMK-Unpasteurised Milk,N/A,SE23,2016-12-05,201633916,<0.072,<0.14,N/A,N/A,N/A,<0.3,N/A,N/A,N/A,N/A,<0.062,N/A,<0.051,<0.053,N/A,<0.19,<0.15,N/A,N/A,N/A,N/A,51?4.4,N/A,<0.057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.055,<0.44,N/A,N/A,<0.13,<0.067,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.092
Sellafield,UMK-Unpasteurised Milk,N/A,SE08,2016-12-12,201633976,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.004?0.0037,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE09,2016-12-12,201633978,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE11,2016-12-12,201633980,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE14,2016-12-12,201633982,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,RV03,2016-12-12,201633999,<0.083,<0.094,N/A,N/A,N/A,<0.44,N/A,N/A,N/A,N/A,<0.084,N/A,<0.072,0.21?0.088,N/A,<0.26,<0.19,N/A,N/A,N/A,N/A,45?4.2,N/A,<0.061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.049,<0.66,N/A,N/A,<0.17,<0.041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.11
Sellafield,UMK-Unpasteurised Milk,N/A,RV08,2016-12-12,201634002,<0.058,<0.37,N/A,N/A,N/A,<0.34,N/A,N/A,N/A,N/A,<0.037,N/A,<0.05,0.048?0.024,N/A,<0.11,<0.19,N/A,N/A,N/A,N/A,54?4.6,N/A,<0.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.041,<0.31,N/A,N/A,<0.13,<0.058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.073
Sellafield,UMK-Unpasteurised Milk,N/A,SE08,2016-12-19,201634048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.003?0.0035,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE09,2016-12-19,201634050,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE11,2016-12-19,201634052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE14,2016-12-19,201634054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.002?0.0019,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE08,2016-12-27,201634082,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE09,2016-12-27,201634084,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE11,2016-12-27,201634086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.001,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE14,2016-12-27,201634088,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sellafield,UMK-Unpasteurised Milk,N/A,SE08,2016-12-27,201634092,<0.072,<0.074,N/A,N/A,N/A,<0.29,N/A,N/A,N/A,N/A,<0.037,N/A,<0.071,0.099?0.037,N/A,<0.19,<0.17,N/A,N/A,N/A,N/A,46?4.1,N/A,<0.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.07,<0.45,N/A,N/A,<0.11,<0.066,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.11
Sellafield,UMK-Unpasteurised Milk,N/A,SE09,2016-12-27,201634094,<0.045,<0.45,N/A,N/A,N/A,<0.38,N/A,N/A,N/A,N/A,<0.026,N/A,<0.052,0.057?0.025,N/A,<0.18,<0.092,N/A,N/A,N/A,N/A,55?4.7,N/A,<0.052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.038,<0.37,N/A,N/A,<0.096,<0.067,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.088
Sellafield,UMK-Unpasteurised Milk,N/A,SE11,2016-12-27,201634096,<0.058,<0.29,N/A,N/A,N/A,<0.34,N/A,N/A,N/A,N/A,<0.052,N/A,<0.046,<0.051,N/A,<0.15,<0.2,N/A,N/A,N/A,N/A,51?4,N/A,<0.058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.052,<0.38,N/A,N/A,<0.12,<0.067,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.089
Sellafield,UMK-Unpasteurised Milk,N/A,SE14,2016-12-27,201634098,<0.07,<0.15,N/A,N/A,N/A,<0.32,N/A,N/A,N/A,N/A,<0.061,N/A,<0.057,0.11?0.053,N/A,<0.18,<0.16,N/A,N/A,N/A,N/A,53?4.5,N/A,<0.066,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.065,<0.52,N/A,N/A,<0.14,<0.072,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.11
Sellafield,WWP - Wild wood pigeon,N/A,ANIMAL,2016-05-25,201629560,<0.066,<0.13,0.00016?0.000065,39?4.1,N/A,<0.32,N/A,N/A,N/A,N/A,<0.048,N/A,<0.043,<0.037,0.018?0.014,<0.16,<0.14,<3.9,N/A,<0.016,N/A,120?8.6,N/A,<0.33,N/A,<3.9,N/A,N/A,N/A,N/A,<0.000099,0.000063?0.000055,<0.19,N/A,<0.24,<0.39,N/A,N/A,<0.099,<0.094,<0.045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.21
Sellafield,WWP - Wild wood pigeon,N/A,ANIMAL,2016-08-24,201630973,<0.033,<0.11,0.00012?0.000055,43?2.4,N/A,<0.38,N/A,N/A,N/A,N/A,<0.075,N/A,<0.064,<0.08,0.094?0.027,<0.23,<0.085,<5.3,N/A,<0.017,N/A,120?10,N/A,<0.11,N/A,<5.3,N/A,N/A,N/A,N/A,0.00017?0.000084,0.00025?0.0001,<0.23,N/A,<0.048,<0.52,N/A,N/A,<0.12,<0.099,<0.042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.096
Sizewell,COD - Cod,Sizewell Fish,N/A,2016-03-22,201628332,<0.044,<0.038,N/A,N/A,N/A,<0.14,N/A,N/A,<0.017,<0.04,<0.035,<0.58,<0.033,0.31?0.044,N/A,<0.12,<0.061,<25,N/A,N/A,<0.82,130?9.8,<0.03,<0.059,N/A,<25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.052,<0.27,N/A,<0.072,<0.077,<0.043,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.086,<0.074
Sizewell,CRE - Edible crab,Sizewell Fish,N/A,2016-06-10,201629659,<0.043,<0.032,N/A,N/A,N/A,<0.13,N/A,N/A,<0.016,<0.042,<0.032,<0.68,<0.03,<0.03,N/A,<0.1,<0.056,<25,N/A,N/A,ND,64?4.8,<0.03,<0.068,N/A,<25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.055,<0.26,N/A,<0.093,<0.067,<0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.084,<0.076
Sizewell,MUS - Blue (edible) mussel,R Alde - Martello Tower,N/A,2016-05-09,201629192,<0.059,<0.062,0.0064?0.0006,30?6,20?0,<0.2,ND,0.00013?0.000059,<0.025,<0.05,<0.05,<0.48,<0.055,0.11?0.052,N/A,<0.15,<0.097,<25,N/A,N/A,<0.18,16?1.6,<0.045,<0.063,N/A,<25,N/A,N/A,N/A,N/A,0.0012?0.00013,0.0075?0.00048,N/A,N/A,<0.054,<0.4,N/A,<0.12,<0.11,<0.055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.11,<0.091
Sizewell,POT - Potato,N/A,CROP,2016-06-28,201629870,<0.12,<0.14,N/A,26?1.5,N/A,<0.24,N/A,N/A,N/A,N/A,<0.11,N/A,<0.073,<0.088,N/A,<0.33,<0.13,<2.6,N/A,N/A,N/A,120?10,N/A,<0.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.11,<0.78,<0.2,N/A,<0.18,<0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.087
Sizewell,SOL - Sole (Dover sole),Sizewell Fish,N/A,2016-06-10,201629660,<0.046,<0.086,N/A,N/A,N/A,<0.2,N/A,N/A,<0.025,<0.046,<0.032,<0.84,<0.034,0.085?0.03,N/A,<0.11,<0.087,<25,N/A,N/A,ND,110?8.2,<0.033,<0.075,N/A,<25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.065,<0.28,N/A,<0.09,<0.082,<0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.087,<0.084
Sizewell,UMK-Unpasteurised Milk,N/A,SI10,2016-02-15,201628388,<0.076,<0.079,N/A,25?1.3,N/A,<0.45,N/A,N/A,N/A,N/A,<0.072,N/A,<0.069,<0.09,N/A,<0.18,<0.21,<2.2,N/A,N/A,N/A,46?4.3,N/A,<0.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.098,<0.29,<0.3,N/A,<0.16,<0.061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.1
Sizewell,UMK-Unpasteurised Milk,N/A,SI91,2016-02-15,201628449,<0.12,<0.1,N/A,28?1.4,N/A,<0.56,N/A,N/A,N/A,N/A,<0.08,N/A,<0.081,<0.09,N/A,<0.23,<0.15,<2.3,N/A,N/A,N/A,48?4.5,N/A,<0.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.13,<0.53,<0.3,N/A,<0.19,<0.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.2
Sizewell,UMK-Unpasteurised Milk,N/A,SI11,2016-05-15,201629731,<0.12,<0.12,N/A,25?2.5,N/A,<0.41,N/A,N/A,N/A,N/A,<0.078,N/A,<0.074,<0.081,N/A,<0.17,<0.15,<4,N/A,N/A,N/A,47?4.3,N/A,<0.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.1,<0.69,<0.2,N/A,<0.12,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17
Sizewell,UMK-Unpasteurised Milk,N/A,SI91,2016-05-15,201629904,<0.083,<0.078,N/A,17?1.6,N/A,<0.31,N/A,N/A,N/A,N/A,<0.049,N/A,<0.022,<0.052,N/A,<0.15,<0.19,<2.1,N/A,N/A,N/A,44?3.9,N/A,<0.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.078,<0.39,0.3?0.3,N/A,<0.12,<0.087,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.15
Sizewell,UMK-Unpasteurised Milk,N/A,SI11,2016-08-15,201631510,<0.065,<0.28,N/A,15?1.4,N/A,<0.35,N/A,N/A,N/A,N/A,<0.053,N/A,<0.046,<0.046,N/A,<0.15,<0.19,13?11,N/A,N/A,N/A,48?3.8,N/A,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.096,<0.44,0.3?0.27,N/A,<0.12,<0.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.13
Sizewell,UMK-Unpasteurised Milk,N/A,SI91,2016-08-15,201631633,<0.087,<0.1,N/A,25?1.3,N/A,<0.51,N/A,N/A,N/A,N/A,<0.067,N/A,<0.039,<0.067,N/A,<0.2,<0.17,7.9?8.9,N/A,N/A,N/A,50?4.5,N/A,<0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.15,<0.68,0.4?0.37,N/A,<0.16,<0.054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.23
Sizewell,UMK-Unpasteurised Milk,N/A,SI11,2016-11-15,201634017,<0.11,<0.11,N/A,20?1.1,N/A,<0.4,N/A,N/A,N/A,N/A,<0.062,N/A,<0.038,<0.074,N/A,<0.2,<0.18,<2.2,N/A,N/A,N/A,47?4.4,N/A,<0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17,<0.44,0.5?0.29,N/A,<0.19,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.19
Sizewell,UMK-Unpasteurised Milk,N/A,SI91,2016-11-15,201634103,<0.054,<0.06,N/A,21?1.8,N/A,<0.24,N/A,N/A,N/A,N/A,<0.027,N/A,<0.059,<0.063,N/A,<0.22,<0.15,<6.1,N/A,N/A,N/A,45?4,N/A,<0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.051,<0.21,0.3?0.32,N/A,<0.097,<0.038,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17
Sizewell,WHT - Wheat,N/A,CROP,2016-08-24,201630837,<0.1,<0.15,N/A,83?6.9,N/A,<0.48,N/A,N/A,N/A,N/A,<0.095,N/A,<0.1,<0.083,N/A,<0.12,<0.12,<3.7,N/A,N/A,N/A,100?9.1,N/A,<0.042,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.054,<0.54,1.2?0.58,N/A,<0.22,<0.099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17
South East,UMK-Unpasteurised Milk,N/A,SO02,2016-01-12,201627463,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.017?0.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South East,UMK-Unpasteurised Milk,N/A,SO04,2016-01-13,201627528,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.044,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.014?0.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South East,UMK-Unpasteurised Milk,N/A,SO07,2016-01-28,201627619,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.053,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.019?0.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
South East,UMK-Unpasteurised Milk,N/A,SO04,2016-02-03,201627878,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.046,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.026?0.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
