SITE_NAME,DESCRIPTION,STATION_NAME,TRAMP_FARM_NAME,DATE_COLLECTED,LABORATORY_SAMPLE_NUMBER,AG-110M,AM-241,AM-241_chem,C-14,C-14_N,CE-144,CM-242,CM-243+244,CO-57,CO-58,CO-60,CR-51,CS-134,CS-137,CS-137+CS-134,EU-154,EU-155,H-3,I-125,I-129,I-131,K-40,MN-54,NB-95,NP-237,OBT,P-32,PB-210,PM-147,PO-210,PU-238,PU-239+240,PU-241,RA-226,RU-103,RU-106,S-35,SB-124,SB-125,SE-75,SR-90,TC-99,TH-228,TH-230,TH-232,TOTAL BETA,U-234,U-235,U-238,ZN-65,ZR-95
Heysham,UMK-Unpasteurised Milk,N/A,HE16,2016-05-15,201629719,<0.071,<0.12,N/A,20?1.9,N/A,<0.37,N/A,N/A,N/A,N/A,<0.066,N/A,<0.088,<0.082,N/A,<0.092,<0.19,16?12,N/A,N/A,N/A,50?4.6,N/A,<0.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.12,<0.57,<0.2,N/A,<0.17,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.07
Heysham,UMK-Unpasteurised Milk,N/A,HE17,2016-05-15,201629721,<0.077,<0.064,N/A,21?2.2,N/A,<0.26,N/A,N/A,N/A,N/A,<0.053,N/A,<0.059,<0.059,N/A,<0.19,<0.13,<6.9,N/A,N/A,N/A,46?4,N/A,<0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.069,<0.5,<0.2,N/A,<0.093,<0.064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.047
Heysham,UMK-Unpasteurised Milk,N/A,HE16,2016-08-15,201631559,<0.05,<0.1,N/A,23?1.2,N/A,<0.3,N/A,N/A,N/A,N/A,<0.038,N/A,<0.067,0.089?0.041,N/A,<0.055,<0.14,<2.6,N/A,N/A,N/A,47?4.1,N/A,<0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.083,<0.33,0.4?0.35,N/A,<0.078,<0.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.049
Heysham,UMK-Unpasteurised Milk,N/A,HE17,2016-08-15,201631561,<0.075,<0.1,N/A,22?1.6,N/A,<0.36,N/A,N/A,N/A,N/A,<0.051,N/A,<0.054,<0.048,N/A,<0.16,<0.16,<2.5,N/A,N/A,N/A,44?3.9,N/A,<0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.087,<0.48,<0.2,N/A,<0.16,<0.078,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.089
Heysham,UMK-Unpasteurised Milk,N/A,HE16,2016-11-15,201634024,<0.057,<0.11,N/A,14?0.84,N/A,<0.29,N/A,N/A,N/A,N/A,<0.019,N/A,<0.021,0.16?0.039,N/A,<0.2,<0.17,<2.1,N/A,N/A,N/A,45?4,N/A,<0.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.068,<0.49,0.3?0.27,N/A,<0.12,<0.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.14
Heysham,UMK-Unpasteurised Milk,N/A,HE17,2016-11-15,201634026,<0.061,<0.11,N/A,17?0.98,N/A,<0.27,N/A,N/A,N/A,N/A,<0.038,N/A,<0.069,<0.043,N/A,<0.21,<0.19,<2,N/A,N/A,N/A,46?4.1,N/A,<0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.074,<0.35,<0.1,N/A,<0.17,<0.064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.14
Heysham,USH - Shrimp (unidentified),Morecambe,N/A,2016-05-16,201629607,<0.068,<0.11,0.029?0.0013,79?8.8,25?0,<0.29,ND,ND,<0.037,<0.1,<0.04,<4.9,<0.044,1.9?0.17,N/A,<0.12,<0.12,45?22,N/A,N/A,ND,76?5.8,<0.046,<0.31,N/A,54?23,N/A,N/A,N/A,N/A,0.0023?0.00027,0.016?0.00091,N/A,N/A,<0.25,<0.4,N/A,<0.22,<0.11,<0.096,0.035?0.035,0.26?0.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.12,<0.21
Heysham,USH - Shrimp (unidentified),Morecambe,N/A,2016-08-08,201630890,<0.14,<0.3,0.031?0.002,66?8,23?0,<0.5,ND,ND,<0.065,<0.13,<0.12,<1.8,<0.1,2.3?0.24,N/A,<0.36,<0.25,65?20,N/A,N/A,<2.7,81?6.7,<0.096,<0.2,N/A,53?23,N/A,N/A,N/A,N/A,0.0027?0.00025,0.017?0.00083,N/A,N/A,<0.18,<0.84,N/A,<0.29,<0.26,<0.14,<0.047,0.62?0.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.27,<0.24
Heysham,WGN - Widgeon,N/A,ANIMAL,2016-11-28,201633894,<0.11,<0.22,N/A,N/A,N/A,<0.38,N/A,N/A,N/A,N/A,<0.078,N/A,<0.078,0.64?0.1,N/A,<0.26,<0.18,N/A,N/A,N/A,N/A,110?8.1,N/A,<0.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.18,<0.66,N/A,N/A,<0.18,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.22
Hinkley,BKE - Blackberries,N/A,CROP,2016-09-22,201631640,<0.069,<0.15,N/A,33?1.7,N/A,<0.3,N/A,N/A,N/A,N/A,<0.054,N/A,<0.056,<0.051,N/A,<0.19,<0.15,<2.4,N/A,N/A,N/A,78?6.5,N/A,<0.057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.054,<0.43,0.6?0.42,N/A,<0.14,<0.068,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.092
Hinkley,COD - Cod,"Stert, Stolford",N/A,2016-02-04,201627898,<0.077,<0.17,N/A,25?5.7,19?0,<0.24,N/A,N/A,<0.033,<0.063,<0.064,<0.6,<0.056,0.26?0.057,N/A,<0.21,<0.14,<25,N/A,N/A,<0.29,120?8.7,<0.052,<0.074,N/A,<25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.069,<0.44,N/A,<0.11,<0.13,<0.065,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.15,<0.12
Hinkley,HON - Honey,N/A,CROP,2016-09-22,201631641,<0.055,<0.54,N/A,82?4.4,N/A,<0.44,N/A,N/A,N/A,N/A,<0.044,N/A,<0.059,<0.057,N/A,<0.064,<0.21,<4,N/A,N/A,N/A,28?2.6,N/A,<0.049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.05,<0.52,<0.2,N/A,<0.12,<0.052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.07
Hinkley,OYG - Pacific oyster,"Stert, Stolford",N/A,2016-03-09,201628201,<0.1,<0.057,N/A,17?2.5,7.7?0,<0.25,N/A,N/A,<0.03,<0.13,<0.079,<2.9,<0.075,<0.063,N/A,<0.22,<0.096,<25,N/A,N/A,ND,19?2.1,<0.072,<0.28,N/A,<25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.21,<0.6,N/A,<0.36,<0.15,<0.096,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.19,<0.25
Hinkley,PTV - Common limpet,"Stert, Stolford",N/A,2016-05-23,201629476,<0.052,<0.04,N/A,28?5.6,18?0,<0.16,N/A,N/A,<0.02,<0.053,<0.037,<1.2,<0.037,0.14?0.041,N/A,<0.12,<0.067,150?22,N/A,N/A,ND,57?4.4,<0.036,<0.11,N/A,<25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.085,<0.31,N/A,<0.13,<0.079,<0.051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.095,<0.11
Hinkley,UMK-Unpasteurised Milk,N/A,HP03,2016-02-15,201628439,<0.077,<0.12,N/A,33?1.7,N/A,<0.24,N/A,N/A,N/A,N/A,<0.071,N/A,<0.082,<0.068,N/A,<0.11,<0.18,<3.3,N/A,N/A,N/A,45?4.2,N/A,<0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.17,<0.56,<0.3,N/A,<0.19,<0.085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.1
Hinkley,UMK-Unpasteurised Milk,N/A,HP84,2016-02-15,201628440,<0.11,<0.12,N/A,36?1.8,N/A,<0.46,N/A,N/A,N/A,N/A,<0.088,N/A,<0.1,<0.077,N/A,<0.23,<0.18,<4.4,N/A,N/A,N/A,46?4.3,N/A,<0.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.97,<0.7,<0.3,N/A,<0.11,<0.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.73
Hinkley,UMK-Unpasteurised Milk,N/A,HP84,2016-04-30,201629306,<0.041,<0.073,N/A,26?1.3,N/A,<0.44,N/A,N/A,N/A,N/A,<0.083,N/A,<0.035,<0.066,N/A,<0.09,<0.23,<2.3,N/A,N/A,N/A,45?4.1,N/A,<0.055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.077,<0.71,<0.2,N/A,<0.14,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.16
Hinkley,UMK-Unpasteurised Milk,N/A,HP03,2016-05-15,201629813,<0.056,<0.09,N/A,29?1.6,N/A,<0.22,N/A,N/A,N/A,N/A,<0.053,N/A,<0.066,<0.044,N/A,<0.084,<0.14,<3.6,N/A,N/A,N/A,39?3.5,N/A,<0.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.061,<0.41,0.5?0.32,N/A,<0.055,<0.069,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.14
Hinkley,UMK-Unpasteurised Milk,N/A,HP03,2016-08-15,201631652,<0.09,<0.061,N/A,14?0.84,N/A,<0.31,N/A,N/A,N/A,N/A,<0.018,N/A,<0.065,<0.037,N/A,<0.055,<0.15,<2.6,N/A,N/A,N/A,44?3.8,N/A,<0.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.13,<0.58,<0.2,N/A,<0.15,<0.091,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.097
Hinkley,UMK-Unpasteurised Milk,N/A,HP85,2016-08-15,201631653,<0.086,<0.13,N/A,16?1.6,N/A,<0.23,N/A,N/A,N/A,N/A,<0.093,N/A,<0.037,<0.073,N/A,<0.21,<0.22,<2.6,N/A,N/A,N/A,51?4.7,N/A,<0.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.18,<0.78,<0.2,N/A,<0.19,<0.081,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.29
Hinkley,UMK-Unpasteurised Milk,N/A,HP03,2016-11-15,201634022,<0.076,<0.11,N/A,25?1.3,N/A,<0.19,N/A,N/A,N/A,N/A,<0.049,N/A,<0.056,<0.049,N/A,<0.16,<0.13,<2.1,N/A,N/A,N/A,39?3.5,N/A,<0.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.11,<0.38,0.6?0.27,N/A,<0.12,<0.064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.15
Hinkley,UMK-Unpasteurised Milk,N/A,HP85,2016-11-15,201634069,<0.071,<0.27,N/A,19?1.6,N/A,<0.37,N/A,N/A,N/A,N/A,<0.049,N/A,<0.049,<0.048,N/A,<0.15,<0.19,<7,N/A,N/A,N/A,52?4.1,N/A,<0.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.12,<0.42,<0.2,N/A,<0.12,<0.086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.14
Hinkley,USH - Shrimp (unidentified),"Stert, Stolford",N/A,2016-05-23,201629474,<0.1,<0.2,0.0011?0.00013,N/A,N/A,<0.35,ND,0.0000092?0.0000098,<0.048,<0.12,<0.075,<2.3,<0.077,<0.075,N/A,<0.24,<0.17,N/A,N/A,N/A,ND,74?5.8,<0.076,<0.21,N/A,N/A,N/A,N/A,N/A,N/A,0.00019?0.000053,0.00099?0.00014,N/A,N/A,<0.18,<0.62,N/A,<0.26,<0.17,<0.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.2,<0.22
Hinkley,USH - Shrimp (unidentified),"Stert, Stolford",N/A,2016-05-23,201629475,N/A,N/A,N/A,31?6.5,21?0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Hinkley,WHT - Wheat,N/A,CROP,2016-08-17,201630807,<0.04,<0.1,N/A,90?6.9,N/A,<0.37,N/A,N/A,N/A,N/A,<0.029,N/A,<0.08,<0.07,N/A,<0.21,<0.17,<4.3,N/A,N/A,N/A,97?8.4,N/A,<0.076,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.072,<0.3,1.4?0.61,N/A,<0.18,<0.063,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.11
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-01-09,201627462,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.014?0.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-02-06,201627881,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.053,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-03-05,201628160,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-04-09,201628931,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.032,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-05-06,201629320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.034,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.014?0.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-06-11,201629754,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.044,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.021?0.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North east,UMK-Unpasteurised Milk,N/A,NE01,2016-06-11,201630488,N/A,N/A,N/A,20?1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-07-09,201630072,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.047,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.026,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-08-06,201630698,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.047,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-09-10,201631087,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.045,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-10-09,201631992,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.018?0.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-11-05,201633423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.033,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.013?0.014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North East,UMK-Unpasteurised Milk,N/A,NE01,2016-12-17,201634079,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.041,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.021?0.014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-01-06,201627464,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.014?0.014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-02-03,201627884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-03-03,201628164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-04-06,201628935,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.048,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.016?0.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-05-05,201629322,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.09?0.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-06-08,201629747,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.052,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.02?0.016,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-06-08,201630491,N/A,N/A,N/A,34?4.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-07-06,201630067,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.046,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-08-03,201630701,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.016?0.015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-09-09,201631088,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.055,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-10-05,201631990,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-11-04,201633425,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.047,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.023,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Mercia,UMK-Unpasteurised Milk,N/A,NM02,2016-12-13,201634029,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.049,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Northern ireland,CANTEEN MEAL,N/A,CANTEEN_MEAL_WEST_NI,2016-03-04,201628152,<0.07,<0.056,N/A,N/A,N/A,<0.24,N/A,N/A,N/A,N/A,<0.053,N/A,<0.051,<0.05,N/A,<0.16,<0.098,N/A,N/A,N/A,N/A,100?7.4,N/A,<0.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.14,<0.46,N/A,N/A,<0.13,<0.084,0.039?0.012,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.16
Northern ireland,CANTEEN MEAL,N/A,CANTEEN_MEAL_WEST_NI,2016-04-22,201629089,<0.059,<0.12,N/A,N/A,N/A,<0.25,N/A,N/A,N/A,N/A,<0.044,N/A,<0.047,<0.043,N/A,<0.14,<0.12,N/A,N/A,N/A,N/A,84?6.4,N/A,<0.051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.052,<0.38,N/A,N/A,<0.12,<0.061,0.031?0.014,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,<0.083
